PackageID,Length,Width,Depth,CartonName,ItemsFit,%Utilization,CartonName,ItemsFit,%Utilization,CartonName,ItemsFit,%Utilization,CartonName,ItemsFit,%Utilization,CartonName,ItemsFit,%Utilization,CartonName,ItemsFit,%Utilization,BestFit
DY54324,5.5,2.6,15,2-Way Flat Pallet-33264,137,88.34,2-Way Flat Pallet-54432,240,94.58,2-Way Flat Pallet-72576,325,96.05,2-Way Flat Pallet-90720,412,97.41,Half Pallet Box (2 or 4 way base)-10682,35,70.28,Full Pallet Box (2 or 4 way)-21458,78,77.97,Full Pallet Box (2 or 4 way)
DY54328,4.75,4.75,10.65,2-Way Flat Pallet-33264,112,80.91,2-Way Flat Pallet-54432,168,74.16,2-Way Flat Pallet-72576,251,83.1,2-Way Flat Pallet-90720,307,81.32,Half Pallet Box (2 or 4 way base)-10682,25,56.24,Full Pallet Box (2 or 4 way)-21458,62,69.43,Full Pallet Box (2 or 4 way)
DY54330,7.11,4.21,8.54,2-Way Flat Pallet-33264,110,84.53,2-Way Flat Pallet-54432,180,84.53,2-Way Flat Pallet-72576,245,86.29,2-Way Flat Pallet-90720,315,88.76,Half Pallet Box (2 or 4 way base)-10682,30,71.79,Full Pallet Box (2 or 4 way)-21458,63,75.05,Full Pallet Box (2 or 4 way)
DY54340,5.93,5.91,7.34,2-Way Flat Pallet-33264,114,88.16,2-Way Flat Pallet-54432,198,93.57,2-Way Flat Pallet-72576,252,89.32,2-Way Flat Pallet-90720,336,95.27,Half Pallet Box (2 or 4 way base)-10682,28,67.43,Full Pallet Box (2 or 4 way)-21458,60,71.93,Full Pallet Box (2 or 4 way)
DY54355,6.7,3.2,15.2,2-Way Flat Pallet-33264,93,91.11,2-Way Flat Pallet-54432,142,85.02,2-Way Flat Pallet-72576,195,87.56,2-Way Flat Pallet-90720,251,90.17,Half Pallet Box (2 or 4 way base)-10682,22,67.12,Full Pallet Box (2 or 4 way)-21458,53,80.49,Full Pallet Box (2 or 4 way)
DY54370,5.93,5.91,9.13,2-Way Flat Pallet-33264,84,80.8,2-Way Flat Pallet-54432,150,88.18,2-Way Flat Pallet-72576,210,92.58,2-Way Flat Pallet-90720,252,88.88,Half Pallet Box (2 or 4 way base)-10682,16,47.93,Full Pallet Box (2 or 4 way)-21458,48,71.57,Full Pallet Box (2 or 4 way)
DY54390,5.54,5.02,13.73,2-Way Flat Pallet-33264,69,79.21,2-Way Flat Pallet-54432,117,82.08,2-Way Flat Pallet-72576,165,86.81,2-Way Flat Pallet-90720,209,87.97,Half Pallet Box (2 or 4 way base)-10682,24,85.79,Full Pallet Box (2 or 4 way)-21458,48,85.41,Full Pallet Box (2 or 4 way)
DY54395,3.7,2.7,38.9,2-Way Flat Pallet-33264,74,86.45,2-Way Flat Pallet-54432,126,89.96,2-Way Flat Pallet-72576,172,92.1,2-Way Flat Pallet-90720,211,90.38,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY54410,5.93,5.91,12.12,2-Way Flat Pallet-33264,60,76.62,2-Way Flat Pallet-54432,102,79.6,2-Way Flat Pallet-72576,144,84.28,2-Way Flat Pallet-90720,186,87.09,Half Pallet Box (2 or 4 way base)-10682,16,63.62,Full Pallet Box (2 or 4 way)-21458,32,63.34,Full Pallet Box (2 or 4 way)
DY54430,5.91,4.21,18.1,2-Way Flat Pallet-33264,54,73.11,2-Way Flat Pallet-54432,105,86.87,2-Way Flat Pallet-72576,138,85.63,2-Way Flat Pallet-90720,175,86.87,Half Pallet Box (2 or 4 way base)-10682,16,67.46,Full Pallet Box (2 or 4 way)-21458,37,77.65,Full Pallet Box (2 or 4 way)
DY54440,4.3,4.17,25.73,2-Way Flat Pallet-33264,55,76.28,2-Way Flat Pallet-54432,102,86.46,2-Way Flat Pallet-72576,135,85.82,2-Way Flat Pallet-90720,182,92.56,Half Pallet Box (2 or 4 way base)-10682,18,77.74,Full Pallet Box (2 or 4 way)-21458,36,77.4,Full Pallet Box (2 or 4 way)
DY54450,8.9,4.93,10.63,2-Way Flat Pallet-33264,64,89.74,2-Way Flat Pallet-54432,96,82.26,2-Way Flat Pallet-72576,140,89.97,2-Way Flat Pallet-90720,172,88.43,Half Pallet Box (2 or 4 way base)-10682,15,65.49,Full Pallet Box (2 or 4 way)-21458,36,78.25,Full Pallet Box (2 or 4 way)
DY54460,9.93,4.11,12.12,2-Way Flat Pallet-33264,56,83.27,2-Way Flat Pallet-54432,94,85.42,2-Way Flat Pallet-72576,128,87.24,2-Way Flat Pallet-90720,162,88.33,Half Pallet Box (2 or 4 way base)-10682,14,64.83,Full Pallet Box (2 or 4 way)-21458,32,73.76,Full Pallet Box (2 or 4 way)
DY54480,8.31,5.93,12.12,2-Way Flat Pallet-33264,46,82.59,2-Way Flat Pallet-54432,74,81.2,2-Way Flat Pallet-72576,102,83.94,2-Way Flat Pallet-90720,130,85.59,Half Pallet Box (2 or 4 way base)-10682,12,67.09,Full Pallet Box (2 or 4 way)-21458,24,66.8,Full Pallet Box (2 or 4 way)
DY54490,5.91,4.93,21.1,2-Way Flat Pallet-33264,48,88.71,2-Way Flat Pallet-54432,70,79.06,2-Way Flat Pallet-72576,105,88.94,2-Way Flat Pallet-90720,129,87.42,Half Pallet Box (2 or 4 way base)-10682,12,69.06,Full Pallet Box (2 or 4 way)-21458,26,74.49,Full Pallet Box (2 or 4 way)
DY54492,13,4,13.1,2-Way Flat Pallet-33264,38,77.82,2-Way Flat Pallet-54432,64,80.09,2-Way Flat Pallet-72576,90,84.47,2-Way Flat Pallet-90720,110,82.6,Half Pallet Box (2 or 4 way base)-10682,12,76.52,Full Pallet Box (2 or 4 way)-21458,24,76.19,Full Pallet Box (2 or 4 way)
DY54498,26.35,26.5,1.3,2-Way Flat Pallet-33264,16,43.66,2-Way Flat Pallet-54432,45,75.05,2-Way Flat Pallet-72576,54,67.54,2-Way Flat Pallet-90720,82,82.05,Half Pallet Box (2 or 4 way base)-10682,10,84.98,Full Pallet Box (2 or 4 way)-21458,21,88.84,Full Pallet Box (2 or 4 way)
DY54500,5.41,5.3,26.32,2-Way Flat Pallet-33264,32,72.6,2-Way Flat Pallet-54432,50,69.32,2-Way Flat Pallet-72576,74,76.95,2-Way Flat Pallet-90720,92,76.53,Half Pallet Box (2 or 4 way base)-10682,10,70.65,Full Pallet Box (2 or 4 way)-21458,25,87.92,Full Pallet Box (2 or 4 way)
DY54510,7.11,5.93,21.1,2-Way Flat Pallet-33264,35,93.61,2-Way Flat Pallet-54432,53,86.62,2-Way Flat Pallet-72576,70,85.8,2-Way Flat Pallet-90720,88,86.3,Half Pallet Box (2 or 4 way base)-10682,8,66.63,Full Pallet Box (2 or 4 way)-21458,20,82.92,Full Pallet Box (2 or 4 way)
DY54515,4.7,4.7,43.4,2-Way Flat Pallet-33264,0,0,2-Way Flat Pallet-54432,0,0,2-Way Flat Pallet-72576,56,73.97,2-Way Flat Pallet-90720,56,59.18,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY54520,8.31,3.26,36.04,2-Way Flat Pallet-33264,26,76.31,2-Way Flat Pallet-54432,44,78.92,2-Way Flat Pallet-72576,63,84.75,2-Way Flat Pallet-90720,78,83.95,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY54525,26.1,22.6,1.9,2-Way Flat Pallet-33264,11,37.06,2-Way Flat Pallet-54432,33,67.95,2-Way Flat Pallet-72576,40,61.77,2-Way Flat Pallet-90720,61,75.36,Half Pallet Box (2 or 4 way base)-10682,7,73.44,Full Pallet Box (2 or 4 way)-21458,16,83.56,Full Pallet Box (2 or 4 way)
DY54530,8.9,5.93,21.5,2-Way Flat Pallet-33264,28,95.51,2-Way Flat Pallet-54432,37,77.13,2-Way Flat Pallet-72576,56,87.55,2-Way Flat Pallet-90720,70,87.55,Half Pallet Box (2 or 4 way base)-10682,5,53.11,Full Pallet Box (2 or 4 way)-21458,15,79.32,Full Pallet Box (2 or 4 way)
DY54555,8.7,5,34.4,2-Way Flat Pallet-33264,16,71.98,2-Way Flat Pallet-54432,32,87.97,2-Way Flat Pallet-72576,40,82.47,2-Way Flat Pallet-90720,52,85.77,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY54575,8.6,7.7,26.4,2-Way Flat Pallet-33264,12,63.07,2-Way Flat Pallet-54432,26,83.5,2-Way Flat Pallet-72576,32,77.08,2-Way Flat Pallet-90720,40,77.08,Half Pallet Box (2 or 4 way base)-10682,3,49.1,Full Pallet Box (2 or 4 way)-21458,9,73.32,Full Pallet Box (2 or 4 way)
DY54576,20.5,20.5,42.2,2-Way Flat Pallet-33264,0,0,2-Way Flat Pallet-54432,0,0,2-Way Flat Pallet-72576,2,48.87,2-Way Flat Pallet-90720,2,39.1,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60002,4.4,4.4,6.1,2-Way Flat Pallet-33264,216,76.69,2-Way Flat Pallet-54432,413,89.6,2-Way Flat Pallet-72576,557,90.64,2-Way Flat Pallet-90720,701,91.25,Half Pallet Box (2 or 4 way base)-10682,72,79.6,Full Pallet Box (2 or 4 way)-21458,144,79.25,Full Pallet Box (2 or 4 way)
DY60004,5.25,5.25,6,2-Way Flat Pallet-33264,144,71.59,2-Way Flat Pallet-54432,288,87.5,2-Way Flat Pallet-72576,384,87.5,2-Way Flat Pallet-90720,480,87.5,Half Pallet Box (2 or 4 way base)-10682,50,77.41,Full Pallet Box (2 or 4 way)-21458,100,77.07,Full Pallet Box (2 or 4 way)
DY60005,6.7,3.6,7.3,2-Way Flat Pallet-33264,165,87.34,2-Way Flat Pallet-54432,274,88.63,2-Way Flat Pallet-72576,359,87.1,2-Way Flat Pallet-90720,440,85.4,Half Pallet Box (2 or 4 way base)-10682,52,85.71,Full Pallet Box (2 or 4 way)-21458,96,78.77,Full Pallet Box (2 or 4 way)
DY60007,7.4,3.6,8.1,2-Way Flat Pallet-33264,118,76.55,2-Way Flat Pallet-54432,216,85.63,2-Way Flat Pallet-72576,295,87.71,2-Way Flat Pallet-90720,343,81.59,Half Pallet Box (2 or 4 way base)-10682,33,66.66,Full Pallet Box (2 or 4 way)-21458,81,81.45,Full Pallet Box (2 or 4 way)
DY60008,10,6,4,2-Way Flat Pallet-33264,125,90.19,2-Way Flat Pallet-54432,225,99.21,2-Way Flat Pallet-72576,300,99.21,2-Way Flat Pallet-90720,375,99.21,Half Pallet Box (2 or 4 way base)-10682,31,69.65,Full Pallet Box (2 or 4 way)-21458,72,80.53,Full Pallet Box (2 or 4 way)
DY60010,10.4,2.65,12.12,2-Way Flat Pallet-33264,82,82.34,2-Way Flat Pallet-54432,141,86.53,2-Way Flat Pallet-72576,190,87.45,2-Way Flat Pallet-90720,239,88,Half Pallet Box (2 or 4 way base)-10682,24,75.05,Full Pallet Box (2 or 4 way)-21458,52,80.94,Full Pallet Box (2 or 4 way)
DY60015,8.9,4.5,9.9,2-Way Flat Pallet-33264,72,85.82,2-Way Flat Pallet-54432,120,87.41,2-Way Flat Pallet-72576,156,85.23,2-Way Flat Pallet-90720,216,94.4,Half Pallet Box (2 or 4 way base)-10682,18,66.81,Full Pallet Box (2 or 4 way)-21458,42,77.6,Full Pallet Box (2 or 4 way)
DY60045,15.9,2.5,15.9,2-Way Flat Pallet-33264,42,79.8,2-Way Flat Pallet-54432,72,83.6,2-Way Flat Pallet-72576,102,88.83,2-Way Flat Pallet-90720,118,82.21,Half Pallet Box (2 or 4 way base)-10682,5,29.58,Full Pallet Box (2 or 4 way)-21458,19,55.96,Full Pallet Box (2 or 4 way)
DY60050,8.31,7.1,9.98,2-Way Flat Pallet-33264,40,70.81,2-Way Flat Pallet-54432,60,64.91,2-Way Flat Pallet-72576,95,77.08,2-Way Flat Pallet-90720,120,77.89,Half Pallet Box (2 or 4 way base)-10682,9,49.61,Full Pallet Box (2 or 4 way)-21458,26,71.34,Full Pallet Box (2 or 4 way)
DY60055,13.2,3.5,16.3,2-Way Flat Pallet-33264,36,81.5,2-Way Flat Pallet-54432,60,83.01,2-Way Flat Pallet-72576,84,87.16,2-Way Flat Pallet-90720,108,89.65,Half Pallet Box (2 or 4 way base)-10682,10,70.5,Full Pallet Box (2 or 4 way)-21458,20,70.19,Full Pallet Box (2 or 4 way)
DY60060,11.89,10.4,5.98,2-Way Flat Pallet-33264,36,80.03,2-Way Flat Pallet-54432,72,97.81,2-Way Flat Pallet-72576,96,97.81,2-Way Flat Pallet-90720,120,97.81,Half Pallet Box (2 or 4 way base)-10682,10,69.22,Full Pallet Box (2 or 4 way)-21458,20,68.92,Full Pallet Box (2 or 4 way)
DY60070,11.89,4.93,14.12,2-Way Flat Pallet-33264,30,74.65,2-Way Flat Pallet-54432,54,82.11,2-Way Flat Pallet-72576,78,88.95,2-Way Flat Pallet-90720,96,87.59,Half Pallet Box (2 or 4 way base)-10682,10,77.48,Full Pallet Box (2 or 4 way)-21458,20,77.14,Full Pallet Box (2 or 4 way)
DY60080,8.31,7.1,14.98,2-Way Flat Pallet-33264,20,53.14,2-Way Flat Pallet-54432,40,64.95,2-Way Flat Pallet-72576,60,73.07,2-Way Flat Pallet-90720,80,77.94,Half Pallet Box (2 or 4 way base)-10682,4,33.1,Full Pallet Box (2 or 4 way)-21458,13,53.54,Full Pallet Box (2 or 4 way)
DY60083,18.31,2.9,19,2-Way Flat Pallet-33264,28,84.92,2-Way Flat Pallet-54432,36,66.72,2-Way Flat Pallet-72576,58,80.63,2-Way Flat Pallet-90720,80,88.97,Half Pallet Box (2 or 4 way base)-10682,4,37.78,Full Pallet Box (2 or 4 way)-21458,15,70.52,Full Pallet Box (2 or 4 way)
DY60087,16.3,4,16.5,2-Way Flat Pallet-33264,24,77.62,2-Way Flat Pallet-54432,40,79.06,2-Way Flat Pallet-72576,52,77.08,2-Way Flat Pallet-90720,68,80.64,Half Pallet Box (2 or 4 way base)-10682,3,30.21,Full Pallet Box (2 or 4 way)-21458,10,50.13,Full Pallet Box (2 or 4 way)
DY60100,11.89,10.4,9.98,2-Way Flat Pallet-33264,24,89.04,2-Way Flat Pallet-54432,36,81.62,2-Way Flat Pallet-72576,48,81.62,2-Way Flat Pallet-90720,72,97.94,Half Pallet Box (2 or 4 way base)-10682,4,46.21,Full Pallet Box (2 or 4 way)-21458,8,46.01,Full Pallet Box (2 or 4 way)
DY60105,11,7.4,17.3,2-Way Flat Pallet-33264,15,63.5,2-Way Flat Pallet-54432,30,77.61,2-Way Flat Pallet-72576,40,77.61,2-Way Flat Pallet-90720,51,79.17,Half Pallet Box (2 or 4 way base)-10682,4,52.73,Full Pallet Box (2 or 4 way)-21458,10,65.62,Full Pallet Box (2 or 4 way)
DY60110,20.87,11.89,5.98,2-Way Flat Pallet-33264,16,71.38,2-Way Flat Pallet-54432,32,87.24,2-Way Flat Pallet-72576,41,83.83,2-Way Flat Pallet-90720,50,81.78,Half Pallet Box (2 or 4 way base)-10682,5,69.46,Full Pallet Box (2 or 4 way)-21458,10,69.15,Full Pallet Box (2 or 4 way)
DY60120,7.11,6.91,28.98,2-Way Flat Pallet-33264,18,77.04,2-Way Flat Pallet-54432,35,91.55,2-Way Flat Pallet-72576,42,82.4,2-Way Flat Pallet-90720,60,94.17,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60125,16.5,6,17.5,2-Way Flat Pallet-33264,14,72.92,2-Way Flat Pallet-54432,28,89.12,2-Way Flat Pallet-72576,36,85.94,2-Way Flat Pallet-90720,46,87.85,Half Pallet Box (2 or 4 way base)-10682,2,32.44,Full Pallet Box (2 or 4 way)-21458,6,48.44,Full Pallet Box (2 or 4 way)
DY60130,13.89,11.89,9.98,2-Way Flat Pallet-33264,12,59.46,2-Way Flat Pallet-54432,18,54.5,2-Way Flat Pallet-72576,24,54.5,2-Way Flat Pallet-90720,36,65.41,Half Pallet Box (2 or 4 way base)-10682,4,61.72,Full Pallet Box (2 or 4 way)-21458,8,61.45,Full Pallet Box (2 or 4 way)
DY60140,20.87,11.89,7.48,2-Way Flat Pallet-33264,10,55.8,2-Way Flat Pallet-54432,20,68.2,2-Way Flat Pallet-72576,30,76.72,2-Way Flat Pallet-90720,40,81.84,Half Pallet Box (2 or 4 way base)-10682,2,34.75,Full Pallet Box (2 or 4 way)-21458,6,51.9,Full Pallet Box (2 or 4 way)
DY60150,17.87,4.93,21.1,2-Way Flat Pallet-33264,16,89.41,2-Way Flat Pallet-54432,22,75.13,2-Way Flat Pallet-72576,34,87.08,2-Way Flat Pallet-90720,38,77.86,Half Pallet Box (2 or 4 way base)-10682,2,34.8,Full Pallet Box (2 or 4 way)-21458,7,60.64,Full Pallet Box (2 or 4 way)
DY60160,20.87,17.87,5.98,2-Way Flat Pallet-33264,12,80.46,2-Way Flat Pallet-54432,18,73.75,2-Way Flat Pallet-72576,28,86.04,2-Way Flat Pallet-90720,37,90.96,Half Pallet Box (2 or 4 way base)-10682,2,41.76,Full Pallet Box (2 or 4 way)-21458,6,62.36,Full Pallet Box (2 or 4 way)
DY60163,10.5,8,28.1,2-Way Flat Pallet-33264,10,70.96,2-Way Flat Pallet-54432,15,65.05,2-Way Flat Pallet-72576,24,78.06,2-Way Flat Pallet-90720,30,78.06,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,6,66,Full Pallet Box (2 or 4 way)
DY60164,14,6.3,27.1,2-Way Flat Pallet-33264,10,71.86,2-Way Flat Pallet-54432,18,79.04,2-Way Flat Pallet-72576,25,82.34,2-Way Flat Pallet-90720,30,79.04,Half Pallet Box (2 or 4 way base)-10682,4,89.5,Full Pallet Box (2 or 4 way)-21458,6,66.83,Full Pallet Box (2 or 4 way)
DY60166,14.5,9.5,19.3,2-Way Flat Pallet-33264,8,63.94,2-Way Flat Pallet-54432,14,68.38,2-Way Flat Pallet-72576,16,58.61,2-Way Flat Pallet-90720,24,70.33,Half Pallet Box (2 or 4 way base)-10682,1,24.89,Full Pallet Box (2 or 4 way)-21458,3,37.17,Full Pallet Box (2 or 4 way)
DY60170,17.9,5.9,29.21,2-Way Flat Pallet-33264,8,74.2,2-Way Flat Pallet-54432,16,90.69,2-Way Flat Pallet-72576,22,93.52,2-Way Flat Pallet-90720,28,95.22,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60180,35.81,6.91,14.98,2-Way Flat Pallet-33264,8,89.15,2-Way Flat Pallet-54432,12,81.72,2-Way Flat Pallet-72576,18,91.93,2-Way Flat Pallet-90720,24,98.06,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60190,20.87,17.87,9.98,2-Way Flat Pallet-33264,6,67.14,2-Way Flat Pallet-54432,8,54.7,2-Way Flat Pallet-72576,12,61.54,2-Way Flat Pallet-90720,18,73.85,Half Pallet Box (2 or 4 way base)-10682,1,34.84,Full Pallet Box (2 or 4 way)-21458,2,34.69,Full Pallet Box (2 or 4 way)
DY60200,41.89,11.89,9.98,2-Way Flat Pallet-33264,6,89.66,2-Way Flat Pallet-54432,9,82.19,2-Way Flat Pallet-72576,12,82.19,2-Way Flat Pallet-90720,18,98.63,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60315,16.1,12.4,32.3,2-Way Flat Pallet-33264,2,38.77,2-Way Flat Pallet-54432,6,71.08,2-Way Flat Pallet-72576,8,71.08,2-Way Flat Pallet-90720,8,56.86,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60515,27.9,12.7,40.6,2-Way Flat Pallet-33264,1,43.25,2-Way Flat Pallet-54432,2,52.86,2-Way Flat Pallet-72576,3,59.47,2-Way Flat Pallet-90720,4,63.43,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY60615,32.8,13.4,51.7,2-Way Flat Pallet-33264,0,0,2-Way Flat Pallet-54432,0,0,2-Way Flat Pallet-72576,0,0,2-Way Flat Pallet-90720,3,75.14,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
DY65075,6,6,6.9,2-Way Flat Pallet-33264,126,94.09,2-Way Flat Pallet-54432,210,95.83,2-Way Flat Pallet-72576,288,98.57,2-Way Flat Pallet-90720,336,92,Half Pallet Box (2 or 4 way base)-10682,32,74.41,Full Pallet Box (2 or 4 way)-21458,64,74.09,Full Pallet Box (2 or 4 way)
DY65155,8.3,4.1,9.2,2-Way Flat Pallet-33264,80,75.29,2-Way Flat Pallet-54432,155,89.15,2-Way Flat Pallet-72576,200,86.28,2-Way Flat Pallet-90720,259,89.38,Half Pallet Box (2 or 4 way base)-10682,26,76.2,Full Pallet Box (2 or 4 way)-21458,54,78.78,Full Pallet Box (2 or 4 way)
DY65200,6.91,5.93,7.16,2-Way Flat Pallet-33264,105,92.61,2-Way Flat Pallet-54432,175,94.33,2-Way Flat Pallet-72576,210,84.89,2-Way Flat Pallet-90720,280,90.55,Half Pallet Box (2 or 4 way base)-10682,30,82.4,Full Pallet Box (2 or 4 way)-21458,54,73.83,Full Pallet Box (2 or 4 way)
DY65251,13.75,7.3,6.9,2-Way Flat Pallet-33264,39,81.2,2-Way Flat Pallet-54432,65,82.71,2-Way Flat Pallet-72576,78,74.43,2-Way Flat Pallet-90720,104,79.4,Half Pallet Box (2 or 4 way base)-10682,12,77.8,Full Pallet Box (2 or 4 way)-21458,24,77.46,Full Pallet Box (2 or 4 way)
DY65265,10,10,6.9,2-Way Flat Pallet-33264,36,74.68,2-Way Flat Pallet-54432,60,76.06,2-Way Flat Pallet-72576,72,68.45,2-Way Flat Pallet-90720,96,73.02,Half Pallet Box (2 or 4 way base)-10682,12,77.51,Full Pallet Box (2 or 4 way)-21458,24,77.17,Full Pallet Box (2 or 4 way)
DY65300,10.4,8.9,7.48,2-Way Flat Pallet-33264,24,49.95,2-Way Flat Pallet-54432,48,61.05,2-Way Flat Pallet-72576,72,68.69,2-Way Flat Pallet-90720,96,73.26,Half Pallet Box (2 or 4 way base)-10682,6,38.89,Full Pallet Box (2 or 4 way)-21458,18,58.08,Full Pallet Box (2 or 4 way)
DY65355,16.5,2.9,16.7,2-Way Flat Pallet-33264,34,81.68,2-Way Flat Pallet-54432,60,88.08,2-Way Flat Pallet-72576,80,88.08,2-Way Flat Pallet-90720,102,89.85,Half Pallet Box (2 or 4 way base)-10682,4,29.92,Full Pallet Box (2 or 4 way)-21458,16,59.58,Full Pallet Box (2 or 4 way)
DY65400,5.5,5.21,27.6,2-Way Flat Pallet-33264,32,76.08,2-Way Flat Pallet-54432,56,81.37,2-Way Flat Pallet-72576,72,78.46,2-Way Flat Pallet-90720,96,83.69,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,25,92.14,Full Pallet Box (2 or 4 way)
DY65455,6.9,5.9,24,2-Way Flat Pallet-33264,27,79.31,2-Way Flat Pallet-54432,44,78.98,2-Way Flat Pallet-72576,70,94.24,2-Way Flat Pallet-90720,79,85.08,Half Pallet Box (2 or 4 way base)-10682,8,73.17,Full Pallet Box (2 or 4 way)-21458,15,68.3,Full Pallet Box (2 or 4 way)
DY65500,8.31,5.93,18.1,2-Way Flat Pallet-33264,28,75.08,2-Way Flat Pallet-54432,52,85.21,2-Way Flat Pallet-72576,68,83.57,2-Way Flat Pallet-90720,84,82.59,Half Pallet Box (2 or 4 way base)-10682,5,41.75,Full Pallet Box (2 or 4 way)-21458,17,70.66,Full Pallet Box (2 or 4 way)
DY65503,12.1,12.1,7.7,2-Way Flat Pallet-33264,15,50.84,2-Way Flat Pallet-54432,30,62.13,2-Way Flat Pallet-72576,45,69.9,2-Way Flat Pallet-90720,54,67.1,Half Pallet Box (2 or 4 way base)-10682,4,42.22,Full Pallet Box (2 or 4 way)-21458,12,63.04,Full Pallet Box (2 or 4 way)
DY65505,8.9,6.4,16.9,2-Way Flat Pallet-33264,24,69.45,2-Way Flat Pallet-54432,48,84.89,2-Way Flat Pallet-72576,60,79.58,2-Way Flat Pallet-90720,84,89.13,Half Pallet Box (2 or 4 way base)-10682,5,45.06,Full Pallet Box (2 or 4 way)-21458,17,76.26,Full Pallet Box (2 or 4 way)
DY65515,11.4,11.4,8.5,2-Way Flat Pallet-33264,18,59.78,2-Way Flat Pallet-54432,36,73.06,2-Way Flat Pallet-72576,45,68.49,2-Way Flat Pallet-90720,63,76.71,Half Pallet Box (2 or 4 way base)-10682,4,41.37,Full Pallet Box (2 or 4 way)-21458,12,61.77,Full Pallet Box (2 or 4 way)
DY65525,10.8,9,11.6,2-Way Flat Pallet-33264,21,71.18,2-Way Flat Pallet-54432,36,74.57,2-Way Flat Pallet-72576,48,74.57,2-Way Flat Pallet-90720,60,74.57,Half Pallet Box (2 or 4 way base)-10682,6,63.33,Full Pallet Box (2 or 4 way)-21458,12,63.05,Full Pallet Box (2 or 4 way)
DY65535,15.4,3.5,22,2-Way Flat Pallet-33264,26,92.69,2-Way Flat Pallet-54432,34,74.07,2-Way Flat Pallet-72576,54,88.23,2-Way Flat Pallet-90720,67,87.58,Half Pallet Box (2 or 4 way base)-10682,4,44.4,Full Pallet Box (2 or 4 way)-21458,11,60.79,Full Pallet Box (2 or 4 way)
DY65545,8.6,8.6,17.5,2-Way Flat Pallet-33264,16,62.26,2-Way Flat Pallet-54432,32,76.09,2-Way Flat Pallet-72576,40,71.33,2-Way Flat Pallet-90720,48,68.48,Half Pallet Box (2 or 4 way base)-10682,4,48.47,Full Pallet Box (2 or 4 way)-21458,13,78.41,Full Pallet Box (2 or 4 way)
DY65551,10.25,10.25,13.1,2-Way Flat Pallet-33264,12,49.65,2-Way Flat Pallet-54432,24,60.68,2-Way Flat Pallet-72576,36,68.27,2-Way Flat Pallet-90720,48,72.82,Half Pallet Box (2 or 4 way base)-10682,4,51.54,Full Pallet Box (2 or 4 way)-21458,8,51.31,Full Pallet Box (2 or 4 way)
DY65555,20,7.2,10.4,2-Way Flat Pallet-33264,18,81.04,2-Way Flat Pallet-54432,27,74.29,2-Way Flat Pallet-72576,36,74.29,2-Way Flat Pallet-90720,51,84.19,Half Pallet Box (2 or 4 way base)-10682,4,56.08,Full Pallet Box (2 or 4 way)-21458,10,69.79,Full Pallet Box (2 or 4 way)
DY65565,8.2,8.2,22.7,2-Way Flat Pallet-33264,12,55.06,2-Way Flat Pallet-54432,26,72.91,2-Way Flat Pallet-72576,40,84.12,2-Way Flat Pallet-90720,46,77.39,Half Pallet Box (2 or 4 way base)-10682,3,42.87,Full Pallet Box (2 or 4 way)-21458,9,64.02,Full Pallet Box (2 or 4 way)
DY65575,6.7,6.7,36.8,2-Way Flat Pallet-33264,15,74.49,2-Way Flat Pallet-54432,25,75.87,2-Way Flat Pallet-72576,35,79.67,2-Way Flat Pallet-90720,45,81.94,Half Pallet Box (2 or 4 way base)-10682,0,0,Full Pallet Box (2 or 4 way)-21458,0,0,2-Way Flat Pallet
